,Profession,Commune,Nom du professionnel,latitude,longitude
1659,Cardiologue,Lyon,JULIEN PINEAU,45.734463,4.875879
1660,Psychiatre,Lyon,DENYS COURBIER,45.755798,4.830805
1661,Psychiatre,Lyon,ANNY COMBRICHON,45.756192,4.831231
1662,Psychiatre,Lyon,FREDERIC FANGET,45.767631,4.858823
1663,Médecin généraliste,Lyon,NADINE CORSINI,45.774149,4.826798
1664,Médecin généraliste,Lyon,ABDUL DANNAOUI,45.734146,4.827485
1665,Rhumatologue,Lyon,MAURICE BOUYSSET,45.759223,4.845691
1666,Médecin généraliste,Lyon,DIDIER TANTOT,45.751067,4.853444
1667,Médecin généraliste,Lyon,GAEL BERTRAND,45.754249,4.787646
1668,Dermatologue et vénérologue,Lyon,EMMANUELLE EMONET,45.756535,4.828191
1669,Ophtalmologiste,Lyon,GUILLAUME RACT MADOUX,45.759629,4.845605
1670,Psychiatre,Lyon,SANTI CATANESE,45.76915,4.852329
1671,Anesthésiste réanimateur,Lyon,MANUEL GRATIEN,45.759629,4.845605
1672,Pédiatre,Lyon,JESSICA VANHOUCKE,45.743167,4.879596
1673,Médecin généraliste,Lyon,PAUL MOSSE,45.761072,4.847038
1674,Psychiatre,Lyon,ROBERT MANCINI,45.744384,4.872547
1675,Chirurgien général,Lyon,RAPHAEL BOURDARIAT,45.741534,4.883643
1676,Chirurgien-dentiste,Lyon,FABIENNE LANARD PAGLIANO,45.752391,4.887335
1677,Psychiatre,Lyon,GENEVIEVE BOURDELLON,45.750403,4.795581
1678,Ophtalmologiste,Lyon,JEAN CHRISTOPHE ZECH,45.769655,4.845083
1679,Médecin généraliste,Lyon,VINCENT TARET,45.777933,4.835748
1680,Psychiatre,Lyon,MICHEL AUBERT,45.762654,4.833384
1681,Médecin généraliste,Lyon,FREDERIC MOYERE,45.728188,4.838995
1682,Psychiatre,Lyon,FLEUR LAZDUNSKI,45.764747,4.846928
1683,Chirurgien orthopédiste et traumatologue,Lyon,VINCENT PIBAROT,45.743397,4.87997
1684,Gynécologue obstétricien,Lyon,CYRIL HUISSOUD,45.778923,4.83233
1685,Gastro-entérologue et hépatologue,Lyon,AMJAD BACHOUR,45.771409,4.859181
1686,Psychiatre,Lyon,ROMAIN VALFORT,45.753815,4.842603
1687,Médecin généraliste,Lyon,HIPPOLYTE CLEMENT,45.773872,4.828015
1688,Ophtalmologiste,Lyon,CAROLE BURILLON,45.743397,4.87997
1689,Médecin généraliste,Lyon,JEAN YVES AGOSTINI,45.743625,4.872115
1690,Neurologue,Lyon,SANDRINE BLANC,45.744541,4.8738
1691,Gastro-entérologue et hépatologue,Lyon,WILLIAM DRONNE,45.771861,4.859019
1692,Pédiatre,Lyon,ANNE BEGUIN,45.752572,4.825304
1693,Psychiatre,Lyon,JEAN FRANCOIS COSTEMALE LACOSTE,45.775779,4.845864
1694,Chirurgien viscéral,Lyon,MUSTAPHA ADHAM,45.743397,4.87997
1695,Chirurgien thoracique et cardio-vasculaire,Lyon,GAETANE ROQUET,45.788068,4.790611
1696,Psychiatre,Lyon,CHRISTINE SERRE,45.773895,4.842619
1697,Anesthésiste réanimateur,Lyon,RUDY STAGNI,45.788068,4.790611
1698,Psychiatre,Lyon,FREDERIC SCHEFFLER,45.753552,4.822768
1699,Psychiatre,Lyon,JOSEPH TENENBAUM,45.761993,4.833688
1700,Médecin généraliste,Lyon,BENOIT SAINT PAUL,45.771288,4.856109
1701,Psychiatre,Lyon,PATRICK ROUSSEL,45.757016,4.820566
1702,Anesthésiste réanimateur,Lyon,VERONIQUE CHANDESRIS GUIBERT,45.759629,4.845605
1703,Psychiatre,Lyon,CHRISTINE TOURREL,45.753967,4.855705
1704,Médecin généraliste,Chazelles-sur-Lyon,MIKEL PAPPAS,45.635692,4.388191
1705,Gynécologue obstétricien,Lyon,ABDELGHANI ZIANE,45.734239,4.875132
1706,Chirurgien-dentiste spécialiste en orthopédie dento-faciale,Sainte-Foy-lès-Lyon,LAURENCE BARRAL CADIERE,45.741439,4.793316
1707,Cardiologue,Lyon,NATHALIE GAUDEBOUT,45.749832,4.844791
1708,Médecin généraliste,Lyon,DIANE LAZARIDIS,45.759028,4.830388
1709,Médecin généraliste,Sainte-Foy-lès-Lyon,GERALDINE DANTIN GAIRARD,45.734472,4.803593
1710,Psychiatre,Lyon,BERNARD CERUTI,45.763478,4.832163
1711,Psychiatre,Lyon,NINA GABAI,45.749253,4.853033
1712,Psychiatre,Lyon,PAUL RAHMANI,45.751899,4.846009
1713,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,GUILLAUME BOLOT,45.771409,4.859181
1714,Médecin généraliste,Lyon,TIFAINE WITZ,45.786012,4.808061
1715,Médecin généraliste,Lyon,FRANCOISE CONTAMIN,45.758763,4.826514
1716,Anesthésiste réanimateur,Lyon,MARION PAGES DUPEYROUX,45.759629,4.845605
1717,Neurologue,Lyon,LAURENCE GIGNOUX,45.788405,4.785526
1718,Médecin généraliste,Lyon,HELENE ROUX,45.734694,4.867236
1719,Psychiatre,Lyon,JULIE VIGNALOU,45.751531,4.845417
1720,Médecin généraliste,Lyon,DOMINIQUE GREVE,45.753378,4.844491
1721,Neurochirurgien,Sainte-Foy-lès-Lyon,PATRICK VALLY,45.75014,4.797567
1722,Médecin généraliste,Lyon,RAYMOND VIDEMANN,45.769617,4.844657
1723,Chirurgien-dentiste spécialiste en orthopédie dento-faciale,Lyon,PHILIPPE TARTAIX,45.768754,4.858551
1724,Médecin généraliste,Lyon,JONATHAN BENCHETRIT,45.734694,4.867236
1725,Ophtalmologiste,Lyon,BRUCE CHARLEUX,45.771861,4.859019
1726,Psychiatre,Lyon,VALERIE GLOAGUEN,45.768152,4.828737
1727,Médecin généraliste,Lyon,SYLVIE ALBERTINI,45.737288,4.866304
1728,Anesthésiste réanimateur,Lyon,SABRINA JOMOTTE GRANGER,45.734463,4.875879
1729,Médecin généraliste,Lyon,BEATRICE BENOIT,45.750754,4.799843
1730,Anesthésiste réanimateur,Lyon,NICOLAS CHOPIN,45.735484,4.876521
1731,Médecin généraliste,Lyon,CHANELLE GALLOIS,45.777933,4.835748
1732,Gastro-entérologue et hépatologue,Lyon,TAMMAM SAID,45.769584,4.845839
1733,Médecin généraliste,Lyon,CHAHRAZADE BOURAS,45.745841,4.841555
1734,Psychiatre,Lyon,NATHALIE ELBAZ CUOQ,45.762763,4.868698
1735,Pédiatre,Lyon,CHARLOTTE SAURON,45.741534,4.883643
1736,Médecin généraliste,Lyon,ANNE CATHERINE THOMAS,45.736984,4.864848
1737,Médecin généraliste,Lyon,LAURENT BADOR,45.764167,4.832099
1738,Médecin généraliste,Lyon,ROBERT DUCLAUX,45.763631,4.864704
1739,Psychiatre,Lyon,CATHERINE DANET,45.761945,4.851076
1740,Pneumologue,Lyon,ALINE BAJARD,45.788414,4.786035
1741,Ophtalmologiste,Lyon,DAVID DONATE,45.734463,4.875879
1742,Psychiatre,Lyon,SARA SIBLINI ZOUAITER,45.759163,4.805205
1743,Psychiatre,Lyon,BERNARD ROUCHOUSE,45.767631,4.858823
1744,Psychiatre,Lyon,CLAIRE BENOIT,45.765158,4.827893
1745,Médecin généraliste,Lyon,HERVE PELISSON,45.77668,4.83316
1746,Médecin généraliste,Lyon,LEON OERIU,45.755106,4.843874
1747,Anesthésiste réanimateur,Lyon,THOMAS LANZ,45.788414,4.786035
1748,Médecin généraliste,Lyon,SOPHIE ROUYER,45.728064,4.823504
1749,Psychiatre,Lyon,GABRIEL MECHERI,45.770149,4.85828
1750,Psychiatre,Lyon,FABIENNE VARAGNAT,45.767282,4.837816
1751,Médecin généraliste,Lyon,REMY RAINERO,45.747814,4.884138
1752,Chirurgien orthopédiste et traumatologue,Lyon,ANTOINE MARC,45.769605,4.845716
1753,Psychiatre,Lyon,FRANCOISE MAINIER,45.777694,4.8316
1754,Chirurgien plasticien,Lyon,HRISTO SHIPKOV,45.778923,4.83233
1755,Gastro-entérologue et hépatologue,Lyon,FABIEN FUMEX,45.771861,4.859019
1756,Gynécologue obstétricien,Sainte-Foy-lès-Lyon,GILLES LE MAOUT,45.732164,4.804071
1757,Médecin généraliste,Lyon,PAULINE CHEMINAL COMTE,45.760456,4.835961
1758,Psychiatre,Lyon,PATRICIA MICHEL,45.769745,4.858526
1759,Chirurgien plasticien,Lyon,FRANCOIS JACQUIN,45.773449,4.82927
1760,Chirurgien urologue,Lyon,NICOLAS PEILLERON,45.766686,4.842928
1761,Psychiatre,Lyon,GAELLE ROZENBERG,45.756902,4.846543
1762,Psychiatre,Lyon,ALEXIA LEVRAT NOEL,45.780178,4.837176
1763,Médecin généraliste,Lyon,AURELIE DAMONGEOT ALLARD,45.748965,4.853159
1764,Médecin généraliste,Sainte-Foy-lès-Lyon,ELIZABETH MARCEILLAC,45.745667,4.799332
1765,Médecin généraliste,Lyon,JEAN PASCAL KAHALE,45.763491,4.83412
1766,Psychiatre,Lyon,LIONEL REINHEIMER,45.759087,4.841763
1767,Gynécologue obstétricien,Lyon,SOPHIE WAREMBOURG,45.778923,4.83233
1768,Psychiatre,Lyon,BRUNO SCHISSELE,45.769074,4.845795
1769,Psychiatre,Lyon,VERONIQUE BADARD,45.748477,4.867974
1770,Neurochirurgien,Lyon,MEHDI AFATHI,45.760979,4.841902
1771,Chirurgien urologue,Lyon,ARNAUD BALDINI,45.766686,4.842928
1772,Chirurgien viscéral,Lyon,ANTOINE SCHWARTZ,45.741534,4.883643
1773,Chirurgien orthopédiste et traumatologue,Lyon,GUILLAUME DEMEY,45.788414,4.786035
1774,Chirurgien orthopédiste et traumatologue,Lyon,ELVIRE SERVIEN,45.778923,4.83233
1775,Médecin généraliste,Lyon,BENOIT PASINI,45.774352,4.83411
1776,Psychiatre,Lyon,JEANNE MARIE SEROT,45.775779,4.845864
1777,Psychiatre,Lyon,SOPHIE BROSSIER,45.763114,4.85219
1778,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,CAROLE COLIN,45.756578,4.799084
1779,Médecin généraliste,Lyon,ROMAIN LOURSAC,45.734671,4.870653
1780,Psychiatre,Lyon,MARION BRUNEL PERREARD,45.742445,4.876848
1781,Sage-femme,Lyon,SARA DISCOURS,45.774333,4.844837
1782,Chirurgien plasticien,Lyon,FRANCOIS JACQUIN,45.770549,4.85624
1783,Psychiatre,Lyon,SANDRINE BOIVIN,45.753032,4.848967
1784,Ophtalmologiste,Sainte-Foy-lès-Lyon,MORGANE STRAUB,45.75014,4.797567
1785,Gastro-entérologue et hépatologue,Lyon,TAMMAM SAID,45.771861,4.859019
1786,Psychiatre,Lyon,VERONIQUE CHAVANE,45.766836,4.835872
1787,Chirurgien plasticien,Lyon,JEAN CHARLES BAYOL,45.770549,4.85624
1788,Psychiatre,Lyon,THIERRY GUICHARD,45.754174,4.829792
1789,Psychiatre,Lyon,MARIE EMILIE PLANTARD,45.742725,4.867232
1790,Chirurgien orthopédiste et traumatologue,Lyon,ALEXANDRE JOURNE,45.766068,4.858245
1791,Médecin généraliste,Lyon,FRANCK DEMARET,45.758763,4.826514
1792,Ophtalmologiste,Lyon,AURELIE GIMBERT,45.771861,4.859019
1793,Médecin généraliste,Lyon,MARIE LAURE SCLIPPA,45.758466,4.843144
1794,Psychiatre,Lyon,ROMAN PETROUCHINE,45.755517,4.875391
1795,Médecin généraliste,Lyon,BERTRAND BARDONNET,45.752366,4.829142
1796,Psychiatre,Lyon,BRUNO REBOUL,45.747948,4.843305
1797,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,CAROLE COLIN,45.788068,4.790611
1798,Psychiatre,Lyon,FREDERIQUE GUERLAY,45.756476,4.828888
1799,Psychiatre,Lyon,ADEL KASSIR,45.756485,4.797281
1800,Médecin généraliste,Sainte-Foy-lès-Lyon,CLAUDE BAJARD,45.74746,4.804601
1801,Chirurgien orthopédiste et traumatologue,Sainte-Foy-lès-Lyon,ALICE DARNIS,45.75014,4.797567
1802,Ophtalmologiste,Lyon,RONAN TANGUY,45.768926,4.846691
1803,Chirurgien-dentiste spécialiste en orthopédie dento-faciale,Lyon,RAPHAEL FILIPPI,45.764374,4.835729
1804,Psychiatre,Lyon,PIERRE COULET,45.746684,4.86831
1805,Médecin généraliste,Lyon,LAURENT CHAPUIS,45.732683,4.883766
1806,Psychiatre,Lyon,MARIE HELENE ISSARTEL,45.76127,4.831615
1807,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,FRANCOIS DISANT,45.773024,4.852518
1808,Médecin généraliste,Chazelles-sur-Lyon,EMMANUELLE DELAY GOYET,45.635635,4.38752
1809,Médecin généraliste,Lyon,LUC BLONDEAU,45.750778,4.826559
1810,Psychiatre,Lyon,YASMINE KEDOUS,45.775779,4.845864
1811,Ophtalmologiste,Lyon,CRISTINA GEORGI OPREA,45.751067,4.853444
1812,Psychiatre,Lyon,CLAIRE DANION,45.749543,4.867554
1813,Pédiatre,Lyon,AURELIEN LOUIS,45.778416,4.820675
1814,Médecin généraliste,Lyon,JEAN PIERRE DORIER,45.753845,4.794303
1815,Cardiologue,Lyon,NICOLAS BIHRY,45.749832,4.844791
1816,Psychiatre de l'enfant et de l'adolescent,Lyon,ANNE GABE,45.758237,4.864721
1817,Médecin généraliste,Lyon,GILBERT BELASSEIN,45.78874,4.794148
1818,Psychiatre,Lyon,GUY SAUNIER,45.761963,4.831904
1819,Cardiologue,Lyon,CAROLE CHAMBONNET,45.778923,4.83233
1820,Gastro-entérologue et hépatologue,Sainte-Foy-lès-Lyon,YVES EMERY,45.747125,4.789942
1821,Chirurgien orthopédiste et traumatologue,Lyon,NICOLAS BONIN,45.788068,4.790611
1822,Sage-femme,Lyon,ANNE FLORE MATHIEU,45.741137,4.88481
1823,Psychiatre,Lyon,ANNE LAURE TESTON,45.742445,4.876848
1824,Chirurgien plasticien,Lyon,MEHDI ISMAIL,45.741534,4.883643
1825,Médecin généraliste,Lyon,OLIVIER MANGON,45.754249,4.787646
1826,Chirurgien-dentiste spécialiste en orthopédie dento-faciale,Lyon,CHANTAL MALINS,45.762948,4.83379
1827,Médecin généraliste,Lyon,YANNICK LE LUHERNE,45.771409,4.859181
1828,Psychiatre,Lyon,PATRICE BRUNAUD,45.750778,4.826559
1829,Chirurgien plasticien,Lyon,JOEL AKNIN,45.771861,4.859019
1830,Endocrinologue-diabétologue,Lyon,ARLENE ROSARIO GRIMA,45.759968,4.797312
1831,Médecin généraliste,Lyon,CLEMENT ROSAN,45.786493,4.796326
1832,Médecin généraliste,Lyon,SEBASTIEN POIZAT,45.745884,4.846531
1833,Psychiatre,Lyon,NICOLAS MAGES,45.759087,4.841763
1834,Médecin généraliste,Lyon,NADIA HEDNA,45.741534,4.883643
1835,Anesthésiste réanimateur,Lyon,VIRGINIE MARCHAL,45.734671,4.870653
1836,Médecin généraliste,Lyon,PASCALE BARTHELEMY,45.72976,4.876421
1837,Psychiatre,Lyon,ABDEL MADJID SALI,45.774701,4.842802
1838,Psychiatre,Lyon,CATHERINE ATTALE,45.767519,4.831428
1839,Médecin généraliste,Lyon,JULIEN ALAMERCERY,45.728064,4.823504
1840,Médecin généraliste,Lyon,EMMANUEL MIEGE,45.767747,4.8331
1841,Hématologue,Lyon,ISABELLE MOULLET,45.788068,4.790611
1842,Psychiatre,Lyon,DELIA DORINA CIOLTEA,45.743622,4.873097
1843,Oto-Rhino-Laryngologue (ORL) et chirurgien cervico-facial,Lyon,MICKAEL DURBEC,45.772718,4.842206
1844,Pédiatre,Lyon,INES DE MONTGOLFIER,45.741534,4.883643
1845,Psychiatre,Lyon,STEPHANE SISTERON,45.761119,4.795563
1846,Psychiatre,Lyon,ADRIAN MELAC,45.758771,4.835833
1847,Psychiatre de l'enfant et de l'adolescent,Lyon,ELISABETH CIALDELLA RAVET,45.767681,4.842011
1848,Psychiatre,Lyon,ANDRE BEETSCHEN,45.770131,4.836293
1849,Psychiatre,Lyon,NATHALIE GIRARD,45.74845,4.881461
1850,Médecin généraliste,Lyon,VALERIE FAVRE LOUIS,45.744706,4.87889
1851,Chirurgien urologue,Lyon,BEATRICE CUZIN,45.75702,4.829928
1852,Médecin généraliste,Lyon,SOPHIE ROCHET,45.755792,4.840954
1853,Anesthésiste réanimateur,Lyon,FRANCK LHUILLIER,45.759629,4.845605
1854,Psychiatre,Lyon,BERNARD CLAUDE,45.769523,4.852094
1855,Psychiatre,Lyon,HELENE NOEL,45.767271,4.814276
1856,Neurologue,Sainte-Foy-lès-Lyon,CATHERINE CORNUT CHAUVINC,45.75014,4.797567
1857,Psychiatre,Lyon,JEAN JACQUES BARREAU,45.745099,4.842663
1858,Psychiatre de l'enfant et de l'adolescent,Lyon,EMMANUEL CONTAMIN,45.758763,4.826514
1859,Médecin généraliste,Lyon,FRANCK RAIMONDO,45.751874,4.824619
1860,Médecin généraliste,Lyon,JEAN JACQUES PICCHETTI,45.775712,4.805316
1861,Psychiatre,Lyon,PASCALE MARMEY,45.752408,4.849799
1862,Chirurgien orthopédiste et traumatologue,Lyon,WILLAUME GUICHERD,45.788414,4.786035
1863,Psychiatre,Lyon,SEBASTIEN BOUAFIA,45.778084,4.807334
1864,Chirurgien plasticien,Lyon,DAMIEN VANDER STEGEN,45.758809,4.834918
1865,Chirurgien plasticien,Lyon,VLAD NEGULESCU,45.763261,4.84598
1866,Psychiatre,Lyon,MICHEL JURUS,45.774701,4.842802
1867,Psychiatre,Lyon,KONSTANTINOS NASSIKAS,45.754752,4.840159
1868,Psychiatre de l'enfant et de l'adolescent,Lyon,ODILE ROLLET,45.767918,4.834921
1869,Cardiologue,Lyon,THIBAULT PERRET,45.734463,4.875879
1870,Neurologue,Lyon,PHILIPPE NEUSCHWANDER,45.772186,4.85013
1871,Ophtalmologiste,Lyon,EIAD BOUZ,45.771861,4.859019
1872,Psychiatre,Lyon,ELIAS EL JAMMAL,45.751067,4.853444
1873,Pneumologue,Lyon,ANNE LAURE BLANC GRUYELLE,45.788068,4.790611
1874,Rhumatologue,Lyon,MARC SEILLER,45.770494,4.858422
1875,Endocrinologue-diabétologue,Lyon,DOMINIQUE HONNORAT,45.750778,4.826559
1876,Psychiatre,Lyon,ANNE MONNET,45.759904,4.842854
1877,Chirurgien maxillo-facial et stomatologiste,Lyon,PAUL CRESSEAUX,45.751921,4.821567
1878,Médecin généraliste,Lyon,ELIANE DUPERRAY,45.732522,4.853296
1879,Anesthésiste réanimateur,Lyon,ALBAN FREDERIC MIRABAUD,45.771226,4.802217
1880,Médecin généraliste,Lyon,VICTOR DAMAS,45.787847,4.785858
1881,Pédiatre,Lyon,NATHALIE MOREUX DE TARADE,45.752572,4.825304
1882,Psychiatre,Lyon,FAFIA DJARDEM,45.75217,4.831273
1883,Psychiatre,Lyon,SARAH YACOUBI,45.7396,4.842132
1884,Psychiatre,Lyon,YVETTE CLEMENCON JANTIN,45.773945,4.82418
1885,Chirurgien-dentiste spécialiste en orthopédie dento-faciale,Lyon,ELSA LANCELOT,45.769986,4.858892
1886,Médecin généraliste,Lyon,ELODIE VIGNON,45.786012,4.808061
1887,Médecin généraliste,Lyon,ELISABETH GAIVALLET,45.736984,4.864848
1888,Médecin généraliste,Lyon,MARINE BAILLY,45.766576,4.837887
1889,Médecin généraliste,Lyon,MICHEL BEN ADIBA,45.769923,4.847953
1890,Chirurgien thoracique et cardio-vasculaire,Lyon,VINCENT DOISY,45.788405,4.785526
1891,Médecin généraliste,Lyon,CHANTAL ETHEVENAUX,45.759772,4.825984
1892,Médecin généraliste,Lyon,ERIC BERTOLOTTI POTACHIN,45.759531,4.832131
1893,Psychiatre,Lyon,RICHARD PIERRE BOULAY,45.767784,4.856777
1894,Pneumologue,Sainte-Foy-lès-Lyon,MARTIN VEAUDOR,45.75014,4.797567
1895,Chirurgien vasculaire,Lyon,BENOIT LUCEREAU,45.771861,4.859019
1896,Gastro-entérologue et hépatologue,Lyon,CLEMENT FORTIER BEAULIEU,45.788405,4.785526
1897,Anesthésiste réanimateur,Lyon,FREDERIC MARMION,45.734463,4.875879
1898,Psychiatre,Lyon,CLAUDE ARLES,45.769416,4.848727
1899,Psychiatre,Lyon,ANNE FLORE LEIBOVICI SCHUSTER,45.757305,4.829058
1900,Médecin généraliste,Lyon,JEAN LUC DEJOUX,45.752173,4.854964
1901,Neurologue,Lyon,CLAIRE MARCON MOHSEN,45.758113,4.829264
1902,Gériatre,Lyon,FLORENCE ROMAN TURQUAND D AUZAY,45.74993,4.782149
1903,Médecin généticien,Lyon,TANGUY MARTIN DENAVIT,45.728852,4.845618
1904,Psychiatre,Lyon,SANDRINE FOULLU BLANC,45.766836,4.835872
1905,Médecin généraliste,Lyon,PIERRE KESSOUS,45.760346,4.832902
1906,Psychiatre,Lyon,DELPHINE JOHANNET,45.763618,4.862636
1907,Gastro-entérologue et hépatologue,Lyon,VINCENT BILLIOUD,45.788405,4.785526
1908,Médecin généraliste,Lyon,CORINNE KESSOUS,45.769708,4.853553
1909,Radiologue,Lyon,CATHERINE CELARIER CHAMPION,45.757422,4.871748
1910,Psychiatre,Lyon,STEPHANIE BEDNAREK,45.755933,4.845035
1911,Chirurgien viscéral,Lyon,MAXIME POLO,45.735484,4.876521
1912,Médecin généraliste,Sainte-Foy-lès-Lyon,PATRICIA CERVANTES,45.738381,4.797703
1913,Cancérologue  radiothérapeute,Sainte-Foy-lès-Lyon,NICOLAS BARBET,45.744829,4.79933
1914,Médecin généraliste,Lyon,FABIENNE VIGNERON,45.774382,4.834899
1915,Gynécologue obstétricien,Lyon,MICHEL GONCALVES,45.788068,4.790611
1916,Chirurgien-dentiste spécialiste en orthopédie dento-faciale,Lyon,MARIANNE ALLOMBERT,45.774316,4.807591
1917,Psychiatre,Lyon,PHILIPPE VUATTOUX,45.769176,4.847801
1918,Chirurgien-dentiste spécialiste en orthopédie dento-faciale,Lyon,BERTRAND GODET,45.773872,4.828015
1919,Psychiatre,Lyon,LOIC BRANCART,45.75342,4.848768
1920,Chirurgien-dentiste spécialiste en orthopédie dento-faciale,Lyon,RAPHAEL CIOCCOLINI,45.769986,4.858892
1921,Ophtalmologiste,Lyon,MARC DAVID,45.77031,4.85649
1922,Médecin généraliste,Sainte-Foy-lès-Lyon,SERGE ARBAUD,45.735106,4.794223
1923,Psychiatre,Lyon,JALIL LAHLOU,45.764747,4.846928
1924,Psychiatre,Lyon,JAMIL BELHADJALI,45.770582,4.85482
1925,Psychiatre,Lyon,RAPHAELE PANAYE,45.773463,4.849556
1926,Psychiatre,Lyon,HENRI PROST,45.765209,4.828976
1927,Psychiatre,Lyon,ASSIA SCHAHL,45.7458,4.844723
1928,Psychiatre,Lyon,PIERRE CHARAZAC,45.776008,4.817435
1929,Psychiatre,Lyon,STEPHANE LUCAS NAVARRO,45.778366,4.830427
1930,Psychiatre,Lyon,STEPHANE PORTA,45.765271,4.846825
1931,Anesthésiste réanimateur,Lyon,PHILIPPE ROBERT,45.759629,4.845605
1932,Chirurgien orthopédiste et traumatologue,Lyon,JEAN MARIE FAYARD,45.734671,4.870653
1933,Médecin généraliste,Lyon,HENRI CARRERE,45.742321,4.821641
1934,Psychiatre,Lyon,VERONIQUE THIBEAU,45.763761,4.856386
1935,Médecin généraliste,Lyon,ALAIN PIERRE JUPPET,45.766059,4.831115
1936,Psychiatre,Lyon,PHILIPPE DURST,45.764904,4.863745
1937,Médecin généraliste,Sainte-Foy-lès-Lyon,GABY JABBOUR,45.741439,4.793316
1938,Médecin généraliste,Lyon,VINCENT DJERIDA GUIMEY,45.769133,4.849696
1939,Psychiatre,Lyon,ARMELLE HOURS,45.763661,4.837656
1940,Médecin généraliste,Lyon,PIERRE RADISSON,45.760556,4.841596
1941,Psychiatre,Lyon,AURORE JUAN,45.748613,4.84011
